lp_ess,min_ess,method,scale
200.2159241907517,198.22068021368383,centered,9.999999999999998
1651.272318254899,3722.466496700516,non_centered,9.999999999999998
1690.3177684673647,3546.42968128737,kleppe,9.999999999999998
148.85298934434286,149.6769709149107,centered,9.54548456661834
1572.4548124531752,3019.803313513218,non_centered,9.54548456661834
1664.511170089711,2986.107645592462,kleppe,9.54548456661834
198.38988284000192,223.17672320805693,centered,9.11162756115489
1826.4356448180188,3230.296122880425,non_centered,9.11162756115489
1261.6202294188645,2754.1149693235643,kleppe,9.11162756115489
247.06711530581788,257.3250772190181,centered,8.697490026177832
1669.6977434918028,2860.6500477510203,non_centered,8.697490026177832
1887.204282434962,3390.1291297616995,kleppe,8.697490026177832
193.346660127149,194.02973667828599,centered,8.302175681319742
1817.2441136122795,3103.529973958732,non_centered,8.302175681319742
1799.4094315364641,2697.7394635271226,kleppe,8.302175681319742
187.41894059520772,203.86407094613904,centered,7.924828983539171
1563.581027208654,2856.531379824317,non_centered,7.924828983539171
1499.453038474434,2823.694754810576,kleppe,7.924828983539171
175.9433366618511,197.37960874306657,centered,7.564633275546288
1690.7573821410535,3491.894908294035,non_centered,7.564633275546288
1778.3601906897488,2902.673544700222,kleppe,7.564633275546288
157.1757582704366,151.07665472162165,centered,7.220809018385461
1659.7736564818663,3177.086779715557,non_centered,7.220809018385461
1856.955718248733,2473.3076663652646,kleppe,7.220809018385461
69.56466308286437,72.42948918055409,centered,6.892612104349697
1763.0808879592644,2910.2931817585495,non_centered,6.892612104349697
1712.0426661617453,3376.9029378735345,kleppe,6.892612104349697
175.76552476481535,106.28001159062879,centered,6.579332246575678
1733.5339315083586,3369.6531171898596,non_centered,6.579332246575678
1466.6949913431424,3102.6919924516455,kleppe,6.579332246575678
230.71529478595983,218.7673764313863,centered,6.280291441834251
1731.9951230876152,2839.186635432213,non_centered,6.280291441834251
1822.8449543842094,3383.263790527759,kleppe,6.280291441834251
178.50959058454447,174.38142743199322,centered,5.9948425031894095
1757.443346189352,3143.9166993922686,non_centered,5.9948425031894095
1826.5776100131968,2321.0234315860566,kleppe,5.9948425031894095
81.61003420304215,77.34557784324332,centered,5.722367659350215
1558.588764669088,2927.1101117135668,non_centered,5.722367659350215
1614.598331731218,2960.4462364149176,kleppe,5.722367659350215
221.83068455733505,234.3998492714389,centered,5.46227721768434
1889.9230710095724,3102.656770444358,non_centered,5.46227721768434
1726.8373084353782,3747.2947392234837,kleppe,5.46227721768434
179.4517399681177,193.62495394705428,centered,5.214008287999683
1830.1635934436156,2712.478784410476,non_centered,5.214008287999683
1780.8608442184213,2518.699250915086,kleppe,5.214008287999683
176.72457860758996,191.33325610464067,centered,4.977023564332109
1650.5207405872582,2310.4308261111532,non_centered,4.977023564332109
1781.9415673444098,3459.8168359033443,kleppe,4.977023564332109
165.47156661302384,169.2525515429603,centered,4.750810162102796
1676.6777300889164,3233.07926556714,non_centered,4.750810162102796
1799.8643222149594,2957.406083567266,kleppe,4.750810162102796
187.29337887848078,186.2587383499107,centered,4.53487850812858
1730.8710002137966,2502.9992231580936,non_centered,4.53487850812858
1720.3966041915994,2919.213121820701,kleppe,4.53487850812858
10.604042745820585,10.432360945991551,centered,4.328761281083057
1532.7796744213824,2654.823843577703,non_centered,4.328761281083057
1679.2948458911353,3208.144229770493,kleppe,4.328761281083057
156.62674960388716,165.92179723162283,centered,4.132012400115336
1536.3708037573122,2482.029267518615,non_centered,4.132012400115336
1654.5542534856809,2993.1631357192373,kleppe,4.132012400115336
246.1251827432926,267.83146876626665,centered,3.944206059437654
1606.1075256597499,2705.0782578470926,non_centered,3.944206059437654
1826.048409909645,2758.196977618047,kleppe,3.944206059437654
189.92951473045866,190.13813194670857,centered,3.7649358067924674
1701.696950988681,3370.2292072342116,non_centered,3.7649358067924674
1738.4630364079715,2884.70578566714,kleppe,3.7649358067924674
40.837301129797005,44.253269943439875,centered,3.5938136638046263
1904.900804319266,2933.1987270976306,non_centered,3.5938136638046263
1644.8650564589952,3145.4068704624005,kleppe,3.5938136638046263
258.89712421112597,283.84878287937886,centered,3.430469286314917
1811.6139120130524,3002.715512795232,non_centered,3.430469286314917
1807.0379417875718,3173.7211114278093,kleppe,3.430469286314917
238.5551124889056,247.54991164724564,centered,3.2745491628777272
1688.6862872968838,2707.5143033678646,non_centered,3.2745491628777272
1845.42177776193,3437.1069649818014,kleppe,3.2745491628777272
94.63622539881052,92.98076902665586,centered,3.125715849688235
1850.630554526671,2888.333727242008,non_centered,3.125715849688235
2024.0191495057556,2928.6109298092633,kleppe,3.125715849688235
115.64831245432451,117.88574685860549,centered,2.9836472402833385
1703.8655430327917,2883.78078644104,non_centered,2.9836472402833385
1576.0088209893681,3047.83244325308,kleppe,2.9836472402833385
191.08484711245092,195.22900909693328,centered,2.848035868435801
1433.6689346254755,2998.567472380595,non_centered,2.848035868435801
1568.3435028778565,3278.994922269402,kleppe,2.848035868435801
208.91783136156218,221.40483016895993,centered,2.7185882427329395
1720.27536943602,2433.261357558885,non_centered,2.7185882427329395
1429.281487984107,3040.842122996141,kleppe,2.7185882427329395
172.22524517890042,170.60247198601283,centered,2.595024211399735
1448.9144694249858,2303.059314216248,non_centered,2.595024211399735
1787.075573006926,3394.8078642624578,kleppe,2.595024211399735
280.0900152303502,320.38005140138563,centered,2.47707635599171
1520.695538601211,2771.0235305525443,non_centered,2.47707635599171
1915.2587818227917,3237.7309916663257,kleppe,2.47707635599171
228.09857397579665,245.0420010680246,centered,2.3644894126454066
1674.6658604423997,2754.179512237266,non_centered,2.3644894126454066
1722.8677656031787,2645.720431500044,kleppe,2.3644894126454066
17.759395059444746,9.335904996128107,centered,2.2570197196339192
1839.7756335490405,2676.803122336924,non_centered,2.2570197196339192
2110.8795903834116,3314.0558463544467,kleppe,2.2570197196339192
59.55175427035518,71.92677123307855,centered,2.154434690031883
1511.4720968793824,2393.0835362454395,non_centered,2.154434690031883
1854.6895078143289,3641.654904263077,kleppe,2.154434690031883
195.32516541258073,221.5864258256243,centered,2.0565123083486507
1636.0921320338857,2580.878652381732,non_centered,2.0565123083486507
1690.0445199156263,2921.773660951914,kleppe,2.0565123083486507
173.96851861476503,182.67846776440697,centered,1.9630406500402704
1707.686004798237,2858.730823207524,non_centered,1.9630406500402704
1521.8961822042868,3073.250170759334,kleppe,1.9630406500402704
142.63693214678344,140.23560308737697,centered,1.8738174228603834
1572.098102242007,2440.491472511739,non_centered,1.8738174228603834
1716.4737219634308,3467.497959997572,kleppe,1.8738174228603834
38.86466256180064,38.589685441901665,centered,1.7886495290574342
1741.9259986465786,2995.070455299451,non_centered,1.7886495290574342
1582.0598395229588,2693.4986225365183,kleppe,1.7886495290574342
233.2679825693506,253.25221603791047,centered,1.70735264747069
1790.6875490405214,2655.2935567684017,non_centered,1.70735264747069
1483.887016481129,3751.1501323040707,kleppe,1.70735264747069
200.15415502554137,216.1260404459985,centered,1.6297508346206437
1574.7146119765193,2109.942184287299,non_centered,1.6297508346206437
1794.6131216580977,3686.219640727744,kleppe,1.6297508346206437
120.51847742915186,134.2101746443989,centered,1.5556761439304714
1880.5505542737214,2544.042596484733,non_centered,1.5556761439304714
1684.0222723045674,3620.0473112853197,kleppe,1.5556761439304714
211.164893508767,232.20286918593587,centered,1.4849682622544644
1713.8176587738205,2562.0750169851185,non_centered,1.4849682622544644
1569.2626885129057,2974.8952267461323,kleppe,1.4849682622544644
221.86869510211233,218.0031919716919,centered,1.4174741629268046
1575.7447717768607,2275.458232535943,non_centered,1.4174741629268046
1666.8630019639545,3585.1755160448092,kleppe,1.4174741629268046
27.10337167218316,26.655567380818646,centered,1.3530477745798064
1459.6154268504802,2199.578280546675,non_centered,1.3530477745798064
1678.990170942105,2912.9955568793494,kleppe,1.3530477745798064
264.09324722752297,277.501793602747,centered,1.2915496650148834
1455.480329034511,2097.4054240341034,non_centered,1.2915496650148834
1850.4996724089979,3888.03978371643,kleppe,1.2915496650148834
290.99294969820755,305.3684536437354,centered,1.2328467394420655
1430.3649863305773,2317.072774008276,non_centered,1.2328467394420655
1695.4060041085847,2663.4397452862268,kleppe,1.2328467394420655
135.12186653798742,145.62952431011183,centered,1.176811952434998
1511.963546057267,1860.552385906196,non_centered,1.176811952434998
1480.3372733510325,3733.000093874536,kleppe,1.176811952434998
332.63744395444303,359.09520376913605,centered,1.1233240329780272
1637.0871135345617,2319.791476738215,non_centered,1.1233240329780272
1770.2094320334768,3544.8470345739374,kleppe,1.1233240329780272
255.80191400714264,261.5682676112068,centered,1.0722672220103227
1708.8083662897152,2428.7874479924867,non_centered,1.0722672220103227
1651.8026798255023,3416.804835155218,kleppe,1.0722672220103227
224.58716635120274,225.69829831966058,centered,1.023531021899026
1595.8468420888237,2287.570779610046,non_centered,1.023531021899026
1605.2471231031818,2640.5652132515906,kleppe,1.023531021899026
204.68603873008806,213.80270636629064,centered,0.9770099572992247
1434.9068002553608,2108.6103442973076,non_centered,0.9770099572992247
1925.1303413488577,2852.301117954175,kleppe,0.9770099572992247
213.3858077709486,216.3057206201364,centered,0.9326033468832194
1417.869658159521,2072.931483036969,non_centered,0.9326033468832194
1786.0904247902665,3751.658396633879,kleppe,0.9326033468832194
228.9028919829106,240.77766484016297,centered,0.8902150854450384
1280.4945943965731,1868.7152700321335,non_centered,0.8902150854450384
1793.31623869482,2822.026343456962,kleppe,0.8902150854450384
218.44459331318237,240.75516591388745,centered,0.8497534359086438
1291.1669500729713,1814.9972013503893,non_centered,0.8497534359086438
1817.3826979497633,2824.0450471685754,kleppe,0.8497534359086438
358.7107322465439,349.1291925436115,centered,0.8111308307896868
1499.1157283005205,1851.20267857754,non_centered,0.8111308307896868
1783.592675994014,2484.3691326703297,kleppe,0.8111308307896868
174.5328827559876,183.53691445285077,centered,0.7742636826811269
1176.545176889928,1432.4291573502126,non_centered,0.7742636826811269
1766.3183964870536,3004.181290391877,kleppe,0.7742636826811269
241.07129532594473,286.068734359866,centered,0.7390722033525775
1272.6766920708046,1859.9373886151327,non_centered,0.7390722033525775
1679.796073749285,2764.7246343909937,kleppe,0.7390722033525775
332.06553915563273,301.36351043418733,centered,0.7054802310718641
1311.728064406751,1442.7332163636568,non_centered,0.7054802310718641
1711.633871342173,2977.53990487025,kleppe,0.7054802310718641
36.21680417486847,32.869134647184154,centered,0.6734150657750818
1027.8680407982924,1273.9377205906244,non_centered,0.6734150657750818
1833.0722954527387,3184.497488439599,kleppe,0.6734150657750818
324.330752905532,366.92541733564286,centered,0.6428073117284319
968.3242976095651,1080.3411043098556,non_centered,0.6428073117284319
1597.9685633962765,2966.57896152186,kleppe,0.6428073117284319
447.7172288315994,496.65381030180544,centered,0.6135907273413171
857.9209919353152,964.3271912863028,non_centered,0.6135907273413171
1819.7128377363283,2966.635814222348,kleppe,0.6135907273413171
209.2462738664081,213.5868354474416,centered,0.5857020818056664
1047.9085763217727,1355.6760118482441,non_centered,0.5857020818056664
1789.873114947503,3042.4486849107634,kleppe,0.5857020818056664
613.6497507170815,719.0704265405221,centered,0.5590810182512221
959.3904019021375,1265.1530290936767,non_centered,0.5590810182512221
1695.2818504725255,2509.1594801761576,kleppe,0.5590810182512221
474.42251527132487,486.7353205390493,centered,0.5336699231206307
905.7305895189085,1016.4459821359692,non_centered,0.5336699231206307
1615.7880823328085,3140.872440219005,kleppe,0.5336699231206307
7.311455949216707,7.273537867252073,centered,0.5094138014816377
811.327988766807,984.4428948342386,non_centered,0.5094138014816377
1592.8450720558214,3293.8167067997515,kleppe,0.5094138014816377
696.4092002672252,942.2427630339002,centered,0.48626015800653527
1002.1962068737935,1202.5809316040904,non_centered,0.48626015800653527
1667.3159154101756,2732.3760932629534,kleppe,0.48626015800653527
1057.2472079363206,1745.9054023025888,centered,0.46415888336127764
947.8578223958942,1045.0330392107778,non_centered,0.46415888336127764
1629.013763196665,4345.272353415896,kleppe,0.46415888336127764
1096.1442626929374,1478.0314183332318,centered,0.44306214575838787
846.3291675574874,1027.9570486599287,non_centered,0.44306214575838787
1564.4730674946318,3565.4183446491043,kleppe,0.44306214575838787
1590.8194231455461,2417.362832345063,centered,0.4229242874389496
718.4137568173296,1045.088447896925,non_centered,0.4229242874389496
1826.8684527461123,4341.601664306548,kleppe,0.4229242874389496
1472.2759947409143,3299.561562232797,centered,0.4037017258596553
1152.2724155627277,1094.2731897603999,non_centered,0.4037017258596553
1720.8479599411367,5588.269406879999,kleppe,0.4037017258596553
1652.8711886929304,3491.7753681005024,centered,0.38535285937105285
960.8341169576256,1209.528831521878,non_centered,0.38535285937105285
1784.5055914274978,4710.290528232591,kleppe,0.38535285937105285
1575.346470258626,2591.104682985639,centered,0.36783797718286315
1153.3761746080493,1427.112068627202,non_centered,0.36783797718286315
1663.4292516058733,5166.930859076643,kleppe,0.36783797718286315
1617.059244211025,4033.0372749173644,centered,0.351119173421513
956.9892146696624,1140.0245561128822,non_centered,0.351119173421513
1592.4407791691715,4666.307004353409,kleppe,0.351119173421513
1658.163242828182,4829.692686848071,centered,0.33516026509388397
1177.0748499927822,1495.9122455465038,non_centered,0.33516026509388397
1745.678192075329,5975.785625779222,kleppe,0.33516026509388397
1692.7667249454098,4901.363564339283,centered,0.3199267137797382
1103.0343858916633,1395.9553610986036,non_centered,0.3199267137797382
1733.9955889091625,5269.717280687498,kleppe,0.3199267137797382
1666.9148795814692,4037.0011941388184,centered,0.30538555088334146
1049.9739043123166,1334.1849039736403,non_centered,0.30538555088334146
1523.9378476783013,5769.982492794221,kleppe,0.30538555088334146
1587.946779391433,4944.103173322458,centered,0.2915053062825175
1037.8231871622247,1223.7867498223543,non_centered,0.2915053062825175
1674.8530340807185,5054.157491460093,kleppe,0.2915053062825175
1799.519269435498,4994.88695272129,centered,0.2782559402207123
1167.1459571508121,1253.7470283301727,non_centered,0.2782559402207123
1959.3573212462072,5909.7849790037835,kleppe,0.2782559402207123
1701.8161187329274,5512.654602156021,centered,0.26560877829466856
1164.5490992393363,1334.1395916042363,non_centered,0.26560877829466856
1618.3666287341453,5691.327408589484,kleppe,0.26560877829466856
1502.7014657920959,5406.391871881736,centered,0.25353644939701103
1242.5644402631162,1399.3738292335545,non_centered,0.25353644939701103
1667.875733287001,5584.266951578818,kleppe,0.25353644939701103
1565.9795066715594,5897.521095853145,centered,0.24201282647943811
1021.839260428435,929.8246188427846,non_centered,0.24201282647943811
1528.4401959920447,4981.561870778305,kleppe,0.24201282647943811
1799.439585147669,5114.684314778383,centered,0.23101297000831583
1101.1758688610387,1366.822632481165,non_centered,0.23101297000831583
1651.4146900971189,5426.436012182296,kleppe,0.23101297000831583
1732.5076598979672,5406.146236126596,centered,0.22051307399030445
1132.892279814695,1288.5251503617571,non_centered,0.22051307399030445
1483.9840476588652,5257.709773861702,kleppe,0.22051307399030445
1761.4128006362942,5985.399673309695,centered,0.21049041445120198
955.5817929262283,1125.3957426584798,non_centered,0.21049041445120198
1839.1917472394432,6325.573555541974,kleppe,0.21049041445120198
1824.9195373722623,6502.744471827299,centered,0.2009233002565046
1134.3239266388714,763.1090153659281,non_centered,0.2009233002565046
1698.3542268195,5444.930401309374,kleppe,0.2009233002565046
1704.7898500124581,5493.376346927705,centered,0.19179102616724877
1042.4425250219329,1208.448853955983,non_centered,0.19179102616724877
1496.190654537208,5763.002672817872,kleppe,0.19179102616724877
1642.2131054101724,5937.663401619833,centered,0.1830738280295367
969.1953328896383,670.598604377041,non_centered,0.1830738280295367
1813.1401755070065,5417.501394168986,kleppe,0.1830738280295367
1578.5210449362462,5437.81533767834,centered,0.17475284000076838
982.7521967025045,725.9831025442073,non_centered,0.17475284000076838
1514.0824520936224,5945.938823751006,kleppe,0.17475284000076838
1669.2193422231258,6196.42740977281,centered,0.16681005372000582
1000.6420994690363,947.7268970433647,non_centered,0.16681005372000582
1609.8802856774375,5667.6094166647035,kleppe,0.16681005372000582
1653.7800849452994,5143.757178507709,centered,0.15922827933410913
936.9829887078794,496.593948928631,non_centered,0.15922827933410913
1670.1782992790438,6016.46465357358,kleppe,0.15922827933410913
1737.490168572222,5765.892706227953,centered,0.15199110829529325
1034.192127817397,758.9055247130808,non_centered,0.15199110829529325
1894.946032665883,4464.055896518534,kleppe,0.15199110829529325
1652.459689825702,5623.095291539603,centered,0.14508287784959392
835.481305355592,774.8046964204383,non_centered,0.14508287784959392
1724.0728619559611,4907.751707813154,kleppe,0.14508287784959392
1639.2430387895774,5364.110333610863,centered,0.13848863713938722
876.4942541535692,729.3306875070801,non_centered,0.13848863713938722
1763.1649768356988,6032.467203850103,kleppe,0.13848863713938722
1580.7933811182934,6025.321367383763,centered,0.1321941148466028
957.894057229055,1045.6498166185986,non_centered,0.1321941148466028
1324.3155117959564,5221.290346813309,kleppe,0.1321941148466028
1511.6520303284838,5690.0889594501,centered,0.126185688306602
988.7161494005237,752.7990616265037,non_centered,0.126185688306602
1734.338892628292,5663.517133109215,kleppe,0.126185688306602
1676.7939934130509,5816.808617663882,centered,0.12045035402587816
956.5815727272717,120.3326407426094,non_centered,0.12045035402587816
1496.3878497349933,4891.295839640907,kleppe,0.12045035402587816
1682.8919152653084,5747.359887967205,centered,0.11497569953977349
998.5139289945275,950.1392930296314,non_centered,0.11497569953977349
1812.4694015129564,5541.633111758611,kleppe,0.11497569953977349
1731.6890945199523,5566.87162558659,centered,0.1097498765493056
578.57364467807,395.1717912696237,non_centered,0.1097498765493056
1825.753239665229,5197.053260960997,kleppe,0.1097498765493056
1711.3313422438216,6153.723522371856,centered,0.10476157527896644
1036.9081638006437,190.1720499259763,non_centered,0.10476157527896644
1639.672877325775,5778.13222333528,kleppe,0.10476157527896644
1453.8599853772791,5334.612352194898,centered,0.09999999999999998
898.4810900153564,752.1802020967149,non_centered,0.09999999999999998
1741.717652839191,5219.926584471347,kleppe,0.09999999999999998
